track,fold,preprocessing,reduction,selection,model,accuracy,precision,recall,f1,error_rate,roc_auc,fit_time_sec,predict_time_sec,status,skip_reason
binary,1,standard,none,filter_anova,svm,0.9616588419405321,0.9403409090909091,0.863102998696219,0.9000679809653297,0.03834115805946792,0.9866318878382785,1.0159706249833107,0.1696441250096541,ok,
binary,1,standard,none,filter_anova,decision_tree,0.936358894105373,0.900459418070444,0.7666232073011734,0.828169014084507,0.06364110589462701,0.8498556148664188,0.0854602080071345,0.000361583981430158,ok,
binary,1,standard,none,filter_anova,logistic_regression,0.8075117370892019,0.967741935483871,0.03911342894393742,0.07518796992481203,0.19248826291079812,0.5200615204373087,0.032611874979920685,0.00027029201737605035,ok,
binary,1,standard,none,filter_anova,lda_classifier,0.8095983307250912,0.9512195121951219,0.05084745762711865,0.09653465346534654,0.19040166927490876,0.5242385506818813,0.009405499993590638,0.0002725000085774809,ok,
binary,1,standard,none,filter_anova,mlp_ann,0.9577464788732394,0.894393741851369,0.894393741851369,0.894393741851369,0.04225352112676062,0.9800713232377808,3.3036466669873334,0.0008807920094113797,ok,
binary,1,standard,none,filter_correlation,knn,0.9402712571726656,0.9702797202797203,0.7235984354628422,0.8289768483943242,0.059728742827334425,0.9382920936970883,0.00534183401032351,0.07515820799744688,ok,
binary,1,standard,none,filter_correlation,svm,0.9616588419405321,0.9403409090909091,0.863102998696219,0.9000679809653297,0.03834115805946792,0.9866318878382785,1.072430957981851,0.16888483299408108,ok,
binary,1,standard,none,filter_correlation,decision_tree,0.9345331246739698,0.9006211180124224,0.7561929595827901,0.8221119773210489,0.06546687532603024,0.8410679526217815,0.09787724999478087,0.0003827500040642917,ok,
binary,1,standard,none,filter_correlation,logistic_regression,0.8075117370892019,0.967741935483871,0.03911342894393742,0.07518796992481203,0.19248826291079812,0.5200615204373087,0.04184975000680424,0.0002640839957166463,ok,
binary,1,standard,none,filter_correlation,lda_classifier,0.8095983307250912,0.9512195121951219,0.05084745762711865,0.09653465346534654,0.19040166927490876,0.5242385506818813,0.013360624987399206,0.0007331249944400042,ok,
binary,1,standard,none,filter_correlation,mlp_ann,0.95565988523735,0.8943196829590488,0.8826597131681877,0.8884514435695539,0.044340114762649985,0.9829730542014947,3.3912090829981025,0.0009832500072661787,ok,
